query,source_url,semantic_score,bonus,score,text
How do Ai work,http://arxiv.org/pdf/2603.28944v2,0.52,0.0,0.52,"cluding strategic interaction, social norms, and cultural and historical context 15,28,38. At the same time, this simplicity is a strength: it shows that the behavioral influence of prediction can emerge even in the absence of social enforcement, institutional rules, or actual predictive capabilities. In our experiments, the AI systems did not perform any algorithmic prediction and so the observed effects reflect human psychology alone. Comparable effects across multiple AI pre- sentations—a virtual agent, an LLM-based assistant, and the label “AI” alone—suggest that the phenomenon depends less on technical sophistication than on perceived predictive authority. Future work should examine how such psychological and cognitive effects interact with pre- dictive systems that demonstrably anticipate behavior. Real-world AI systems with verifiable predictive accuracy may elicit stronger or more persistent beliefs, potentially amplifying the effects observed here. As AI becomes commonplace, its influence may lie not only in what it predicts, but in how prediction reshapes decision-making itself. A culture with machines may affect the culture of humans. Our results highlight AI as a source"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.519,0.0,0.519,"https://doi.org/10.1145/3287560.3287598 [10] Velibor Božić. 2023. Artificial Intelligence as the Reason and the Solution of Digital Divide. Language Education and Technology 3, 2 (2023), 96–109. https://langedutech.com/letjournal/index.php/let/article/view/53 [11] Bruno Berberian, Jean-Christophe Sarrazin, Patrick Le Blaye, and Patrick Haggard. 2012. Automation Technology and Sense of Control: A Window on Human Agency. PLOS ONE 7, 3 (2012), e34075. https://doi.org/10.1371/journal.pone.0034075 [12] Zana Buçinca, Michael B. Malaya, and Krzysztof Z. Gajos. 2021. To Trust or to Think: Cognitive Forcing Functions Can Reduce Overreliance on AI in AI-assisted Decision-making. Proceedings of the ACM on Human-Computer Interaction 5, CSCW1 (2021). https://doi.org/10.1145/3449287 [13] Paul Chandler and John Sweller. 1991. Cognitive Load Theory and the Format of Instruction. Cognition and Instruction 8, 4 (1991), 293–332. https://doi.org/10.1207/s1532690xci0804_2 [14] Thomas K. F. Chiu, Zubair Ahmad, Murod Ismailov, and Ibrahim T. Sanusi. 2024. What are artificial intelligence literacy and competency? A comprehensive framework to support them. Computers and Education Open 6 (2024), 100171. ht"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.518,0.0,0.518,"actionable properties for AI system development However, these solutions do not readily generalize to systems based on AI algorithms, due to properties such as: (1) learning abilities; (2) black-box nature; (3) impact on many stakeholders (even those not using the systems themselves); and (4) autonomous or semi-autonomous decision-making fea- tures. First, AI agents can demonstrate novel behavior through learning from historical data and continuous learning via interactions with the world and other agents. Because the world we are concerned with is an open system with respect to the the agents’ perceptions and actions, the behavior of human- AI systems cannot be predicted with precision over time [13, 14]. Second, the agent’s decision-making process may be diﬃcult to explain and predict, even for its programmer [15], complicating responsibility attribution for its conse- quences. Third, as AI agents may interact with multiple users, which have diﬀerent levels of expertise, diﬀerent preferences, and understanding, responsi- bility can become a diﬀuse concept for which no one feels morally engaged. This may be further exacerbated when AI agent’s autonomous features are overesti- mate"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.517,0.0,0.517,"cies- and-standards/framework-for-responsible-innovation/ Accessed: 12 December 2024. [55] UNESCO. 2024. AI Competency Framework for Students. https://unesdoc.unesco.org/ark:/48223/pf0000391105 [56] Feng Wang and Michael J. Hannafin. 2005. Design-based research and technology-enhanced learning environments.Educational Technology Research and Development 53, 4 (December 2005), 5–23. https://doi.org/10.1007/BF02504682 [57] James Wexler, Mahima Pushkarna, and Marc A. Weksler et al. 2019. The What-If Tool: Code-free probing of machine learning models. PAIR - People + AI Research, Google. https://pair-code.github.io/what-if-tool/ Accessed: April 2025. [58] Chunpeng Zhai, Santoso Wibowo, and Lily D. Li. 2024. The effects of over-reliance on AI dialogue systems on students’ cognitive abilities: A systematic review. Smart Learning Environments 11, 1 (2024), 28. https://doi.org/10.1186/s40561-024-00316-7 Manuscript submitted to ACM"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.516,0.0,0.516,"Meaningful human control: actionable properties for AI system development Luciano Cavalcante Siebert 1,2*†, Maria Luce Lupetti1,3,1†, Evgeni Aizenberg 1,2†, Niek Beckers 1,4†, Arkady Zgonnikov1,4†, Herman Veluwenkamp1,5, David Abbink1,4, Elisa Giaccardi 1,3, Geert-Jan Houben 1,2, Catholijn M. Jonker 1,2, Jeroen van den Hoven 1,5, Deborah Forster 1 and Reginald L. Lagendijk 1,2 1AiTech Interdisciplinary Research Program on Meaningful Human Control, Delft University of Technology, Delft, The Netherlands. 2Faculty of Electrical Engineering, Mathematics and Computer Science, Delft University of Technology, Delft, The Netherlands. 3Faculty of Industrial Design Engineering, Delft University of Technology, Delft, The Netherlands. 4Faculty of Mechanical, Maritime and Materials Engineering, Delft University of Technology, Delft, The Netherlands. 5Faculty of Technology, Policy and Management, Delft University of Technology, Delft, The Netherlands. *Corresponding author(s). E-mail(s): L.CavalcanteSiebert@tudelft.nl; †Co-ﬁrst authors. Abstract How can humans remain in control of artiﬁcial intelligence (AI)-based systems designed to perform tasks autonomously? Such systems are increasingly ubiq"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.516,0.0,0.516,"nder normal circumstances, the automated vehicle can com- plete a whole trip without interventions from the human driver; the manufacturer emphasizes these autonomous features in their marketing and promotional materials. The driver, however, is required to constantly supervise the system. There is no requirement for the driver to keep their hands on the steering wheel, but the driver must remain alert at all times and be able to take over operational control at the request of the automation system. The vehicle does not actively monitor the driver state, but in case a human intervention is required, it attracts the driver’s attention through a visual alert message and a loud auditory signal. The automated driving system used in the vehicle relies on machine learning-based object recognition and behavior prediction components, which were trained on the data obtained during extensive testing on public roads. 4AI-based hiring scenario: Job candidates applying for a vacancy go through an automated video interview where they record their answers to questions formulated ahead of time by the employer. After the interview is completed, an AI agent applies machine learning methods to quanti"
How do Ai work,http://arxiv.org/pdf/2308.12400v1,0.515,0.0,0.515,"dy of research exploring the capabilities of such models [9] and offer a valuable contribution to the advancement of AI and scientific understanding. The ability of ChatGPT to generate coherent and sound text highlights the potential of human-AI teaming in scientific discovery, and further underscores the need for ongoing research and development in this area [6, 10]. The paper is organized as follows: Section 2 contains the basic definitions and methods used. Section 3 presents the main gamification experiment and 2 discusses its results. Finally, the paper concludes with Section 4 summarizing the findings and providing some final thoughts. Furthermore, we include an Appendix, written by the human author, which provides more details on the procedure that led to the co-creation of this paper, as well as the author’s perspective, evaluation, and reflections. 2 Methods In this section, we will provide basic definitions and explain the methods used in our study. 2.1 GPT in AI GPT, or Generative Pretrained Transformer, is a type of deep learning model developed by OpenAI [1]. It is based on the Transformer architecture [11], which is a type of recurrent neural network that uses self-at"
How do Ai work,http://arxiv.org/pdf/2408.00025v3,0.514,0.0,0.514,"For example, human beings occasionally use deliberate, logical thinking to arrive at a conclusion. As a result, the logic can be examined in detail. In other cases, people base their initial conclusions on intuition after analyzing complex facts over extended periods of time. Then, just as we use post hoc explanations on black box models, the people look for an explanation for a decision. Determining which strategy is superior for explainable AI is probably going to need major advancements in human cognitive science and our comprehension of the functioning of the human brain. 4.1 Post-hoc Explainations In regards to the realistic scenario [48], in which the end user looks at the details after a study has been concluded and the data collected, our goal is to provide context for the predictions of a machine learning model. In order to do this, we must first define what it means to produce an explanation. An explanation typically states that some features are more significant than others or explains how an input feature can influence the output’s magnitude in a positive or negative 4 way. It usually links the feature values of an instance to its model prediction in a way that is easi"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.509,0.0,0.509,"itive demands in human-AI interaction [51, 53]. However, their effectiveness depends on understanding the individual factors that shape how students engage with AI. While UNESCO competency frameworks for AI literacy capture various learning dimensions [55], mitigation of biases requires not only knowledge-based analytics but also attributional and affective dimensions involving individual factors, including the confidence [48], trust [29], agency [11], and anthropomorphism tendency [48], which needs to be further addressed to better support diverse learners [16]. 3 Conceptual Framework: towards learner-centered AIED To address identified technical and theoretical gaps, design solutions with a deliberate friction approach and a new theoretical framework for bi-directional intervention will be discussed as key foundations for the development of DeBiasMe. 3.1 Deliberate friction in human-AI loops While the design of AI as an automatic decision-making system tends to reduce cognitive load for users and minimize interruptions in user workflows [35], deterventions known as ""deliberate friction"" can introduce intentional pauses and reflection opportunities [7]. This reflec"
How do Ai work,http://arxiv.org/pdf/2112.01298v2,0.508,0.0,0.508,"ction between humans and AI and their combined abilities. From the AI side, especially for machine learning-based systems, as the relation between the input data and the target variable changes over time, concept drift methodologies can be applied to identify new situations which might impact the AI agent’s ability to respond to new situations [86, 87]. From the human side, interaction with technology might lead to behavioral adaptation and unwanted situations e.g., speeding when driving with intelligent steering assistance provided by an automated vehicle [88], decreasing human’s ability to keep the system within the moral ODD. In such situations, the human-AI system might move to a fallback state [89] or attract the driver’s attention back to the supervision task thus restoring the driver’s ability to act upon their ultimate responsibility for the vehicle’s operation. Shared control is a promising approach to keep a balance between control ability and authority, with relevant applications in the domain of automated vehicles, robot-assisted surgery, brain-machine interfaces, and learning [90]. In shared control, the human(s) and the AI agents(s) are interacting congruently in a pe"
How do Ai work,http://arxiv.org/pdf/2408.00025v3,0.507,0.0,0.507,"ues. 2. T rust in the‘Black-Box’ : For seasoned machine learning practitioners well-versed in model architectures and training phases, navigating the intricacies of AI may seem feasible. However, for end-users devoid of specialized expertise, AI often emerges as an opaque ’black box’, neces- sitating dual proficiency as AI and domain experts to engender trust. While domain expertise may be commonplace, it scarcely equates to an unwavering confidence in results generated by intricate AI systems, perpetuating scepticism and apprehension. resources: https://bit.ly/3u2v0ay https://rb.gy/dd2dcx https://bit.ly/3S1S9lo https://rb.gy/ekghfm https://rb.gy/qusxjj https://rb.gy/fq4ysa https://shorturl.at/dhAO7 https://shorturl.at/ntvBH https://bit.ly/425kmg4 https://bit.ly/3O2DBko https://bit.ly/3SjuPRR 3 3.1 Explainable AI (XAI): Bridging the Trust Gap In the pursuit of deciphering the intricacies of ’black-box’ AI systems and fostering trust among end-users, scientists have embarked on a relentless quest, culminating in the emergence of Explain- able AI (XAI) as an active area of research in this decade. XAI transcends traditional AI paradigms, endeavouring to illuminate the opaque nature o"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.506,0.0,0.506,"iteracy frameworks to develop the skill set required for effective human-AI collaboration [ 34], what is less discussed are cognitive biases or human errors in information processing and decision making in this new form of human-computer interactions [2]. For example, automation bias can make students overly reliant on AI outputs [32], confirmation bias reinforces their existing beliefs [44], and anchoring bias locks them into initial AI-generated suggestions [41]. Critically, these human biases interact with algorithmic and systemic biases embedded in AI systems and datasets [45]. This interaction creates a harmful loop that can amplify both types of biases: human biases influencing how users interact with AI systems, and AI biases potentially reinforcing human cognitive biases, negatively impacting the quality of learning and critical thinking [24] (See Fig. 4). Fig. 1. Interacting categories of bias in human-AI Interaction To bring this discussion into focus, this position paper argues that AI literacy approaches should prioritize developing human bias awareness and metacognitive skills, the ability to monitor, evaluate, and regulate one’s own learning and decision-maki"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.506,0.0,0.506,"246-w [22] Dragan Gašević, George Siemens, and Shazia Sadiq. 2023. Empowering learners for the age of artificial intelligence. Computers and Education: Artificial Intelligence 4 (2023), 100130. https://doi.org/10.1016/j.caeai.2023.100130 [23] Bhavya Ghai and Klaus Mueller. 2023. D-BIAS: A Causality-Based Human-in-the-Loop System for Tackling Algorithmic Bias . IEEE Transactions on Visualization & Computer Graphics 29, 01 (Jan. 2023), 473–482. https://doi.org/10.1109/TVCG.2022.3209484 [24] Moshe Glickman and Tali Sharot. 2025. How human–AI loops alter human perceptual, emotional and social judgements. Nature Human Behaviour 9, 2 (2025), 345–359. https://doi.org/10.1038/s41562-024-02077-2 [25] Agci Hikmawati and Nhelbourne K. Mohammad. 2025. Enhancing Critical Thinking with Gen AI: A Literature Review. Buletin Edukasi Indonesia 4, 1 (2025), 40–46. https://doi.org/10.56741/bei.v4i01.764 [26] Kenneth Holstein, Jennifer Wortman Vaughan, Hal Daumé III, Miroslav Dudik, and Hanna Wallach. 2020. Improving Fairness in Machine Learning Systems: What Do Industry Practitioners Need? Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems (2020), 1–14. https://doi.o"
How do Ai work,https://medium.com/@m-hamzak/the-art-of-prompting-eb22e9d6d2f8?trk=public_post_comment-text,0.505,0.0,0.505,"Every technique here gets more powerful once you stop treating AI as a vending machine — type prompt, receive output, accept or discard. That’s not how this works best. The best output lives in the exchange."
How do Ai work,http://arxiv.org/pdf/2504.14689v1,0.504,0.0,0.504,"on,we deﬁne performed critical thinking as cognitive process undertaken by humans independent of AI assistance. In contrast, demonstrated critical thinking refers to either the process or product of critical thinkingthat occurs through the assistance of or collaboration with generative AI systems. These distinctions are important since the choice of interpretation could lead to diﬀerent implications for i) research that examines the impact of generative AI on critical thinki ng and ii) divergent design objectives for AI systems to augment human critical thinking. We identify that current evaluation on the impact of GenAI on critical thinking skills often focuses on demonstrated rather than performed critical thinking and provide considerations for future re search designs. Drawing insight from the intellect augmentation framework conceptualized by Douglas Engelbart [6], we argue that while current AI systems and interaction paradig ms may enhance the demonstrated critical thinking, they do not necessarily improve the performed critical thinking. We also discuss design considerations t o accomplish the latter. 2 DEFINITION AND EV ALUATION OF CRITICAL THINKING Critical thinking has b"
How do Ai work,https://blog.mozilla.org/en/internet-culture/how-does-ai-work/,0.503,0.0,0.503,"August 1, 2023 - Absolutely. AI models learn from data, which can be incomplete. ChatGPT, for instance, is a language model trained on data on the internet."
How do Ai work,http://arxiv.org/pdf/2501.02842v1,0.502,0.0,0.502,"many questions related to each of these topics that worth detailed investigation, including the design of new training paradigms, the development of agent-like system frameworks, potential problems and bias introduced by off-policy and on-policy training for the joint system, etc. When ChatGPT first arrives, there are people from the IR community worried that such generative AI models could overthrow all existing IR systems and crush everything in the field [129], as it has almost happened in NLP. Interestingly, in sim- ulated social experiments on human-AI competitions, Yao et al. [153] find that, if human producers don’t extend their capacities with the help of generative AI, they will eventually be “replaced” by AI. From this perspective, the future of IR research in the era of generative AI lies in how to extend the scope of IR with generative AI models to finish more complicated information tasks and develop more general system architectures that not just retrieve a list of document, but perform more sophisticated information processing and planning. References [1] OpenAI: GPT-4 technical report. CoRR abs/2303.08774 (2023) https://doi. 21 org/10.48550/ARXIV.2303.08774 2303.087"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.502,0.0,0.502,"s of the International Ergonomics Association (IEA 2018) . Springer International Publishing, Cham, 13–30. [30] Carnegie Learning. 2025. From Hype to Help: The State of AI in Education. https://discover.carnegielearning.com/ai-in-education. [31] Hao-Ping (Hank) Lee, Advait Sarkar, Lev Tankelevitch, Ian Drosos, Sean Rintel, Richard Banks, and Nicholas Wilson. 2025. The Impact of Generative AI on Critical Thinking: Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers. In Proceedings of the CHI Conference on Human Factors in Computing Systems . https://doi.org/10.1145/3706598.3713778 [32] John D Lee and Katrina A See. 2004. Trust in automation: designing for appropriate reliance. Hum Factors 46, 1 (2004), 50–80. https://doi.org/10. 1518/hfes.46.1.50_30392 [33] Ziyan Lin and Yun Dai. 2025. Fostering Epistemic Insights into AI Ethics through a Constructionist Pedagogy: An Interdisciplinary Approach to AI Literacy. In Proceedings of the AAAI Conference on Artificial Intelligence , Vol. 39. Article 28. https://doi.org/10.1609/aaai.v39i28.35190 [34] David Long and Brian Magerko. 2020. What is AI Literacy? Competencies and Design Considerati"
How do Ai work,http://arxiv.org/pdf/2504.16770v1,0.501,0.0,0.501,"ML outcomes Statistical bias Coding / Dashboard Technical undergrads, grad students IBM AI Fairness 360 [42] Metrics & bias mitiga- tion strategies toolkit Algorithmic bias Jupyter notebooks Grad students, ML- focused courses Perspective API [27] Detects toxic or biased language Linguistic bias API / Front-end in- tegration Communication/media studies OpenAI Modera- tion [37] Filters harmful outputs from LLMs Content modera- tion API / Embedded AI system designers, CS learners thinking over automation, helping users adjust their agency and trust levels [ 12] through strategic interventions [20, 47]. These friction points serve as metacognitive triggers and knowledge scaffolding, reducing susceptibility to and amplification between cognitive and AI biases. 3.2 Bi-Directional human-AI collaboration Such detervention can be effectively intergrated when users are perceived as active participants in AI interaction and decision-making processes [50]. Adopting this framework in AI literacy allows reimagining the Human-in-the-Loop as a bi-directional process where humans can intervene in both input and output stages for close human-AI collaboration [15]. From this view, algorithmic"
